"gene name" "logFC"	"P.Value"	"adj.P.Val"
"SSU72"	-0.198626316211968	0.440472892215124	0.483688435136348
"DHCR24"	-0.221613397156623	0.440596467642175	0.483688435136348
"PIGK"	0.344326549703864	0.445129287385574	0.488496943515078
"CHPT1"	0.352527262432988	0.445729384046018	0.488987757051856
"EFCAB14"	-0.245233191345781	0.445939503103258	0.489050555511595
"MOXD1"	0.835308434613466	0.448765212726492	0.49198077981907
"RYR2"	0.288943856476291	0.44942836827838	0.492539003125227
"SETD3"	-0.220954667685556	0.45075168659688	0.493820084049116
"PIM3"	-0.182872328530592	0.451668134438006	0.494515957469282
"RNF11"	-0.298296400031686	0.451696038676224	0.494515957469282
"UNC13A"	-0.371341179096776	0.452644978183519	0.495385318237795
"SLC38A3"	-0.289827544914688	0.454616088888518	0.497372389998074
"MBD2"	0.239417011488512	0.4550273034626	0.49758335555465
"LHFPL3"	0.301467669822039	0.455120005737076	0.49758335555465
"KIAA1549L"	0.345118549841308	0.456192230211528	0.498585221881338
"DYNLL2"	0.172761006006797	0.46162078162182	0.504345929101162
"C19orf25"	0.207295194005418	0.461969585647385	0.504554695966536
"PITHD1"	-0.195913559188351	0.462347266204529	0.504592940061682
"BRINP1"	-0.316887860033866	0.462371704576001	0.504592940061682
"QSOX1"	0.168905199488535	0.462477805645781	0.504592940061682
"PMM1"	0.171976367902256	0.467202960153478	0.509574588997946
"C2orf80"	-0.369316614988468	0.469286187056946	0.511672294613214
"KAT2A"	-0.17395224366521	0.472604595521122	0.515114855561182
"SMYD2"	-0.238670608080723	0.473367499411522	0.515770650755265
"SPTBN1"	0.215433662912602	0.475704422770891	0.518140431884263
"ADAM23"	-0.245784158186036	0.477436001454773	0.51984947877938
"COX5B"	-0.238973482129101	0.478490922218148	0.520820843884265
"SLC17A6"	0.582589603285201	0.479818170029446	0.522087865960611
"RAB7A"	0.19337613805793	0.480163521120902	0.522285992541913
"GPR162"	0.165865523566802	0.482647084573098	0.524645894485483
"FAM174B"	0.208225411247266	0.482760229552557	0.524645894485483
"TLN2"	-0.194725267553304	0.482825105772198	0.524645894485483
"RNF141"	0.27148999265342	0.485495723759787	0.527368699595097
"ETV5"	0.276390352498999	0.487014003708121	0.52883835636873
"SLC26A4-AS1"	-0.398757288783039	0.489380529569039	0.531227795755465
"AFG3L2"	0.173425185901383	0.489715709254455	0.531411314079037
"LAPTM4B"	-0.209317559610889	0.492910673205354	0.534545585981808
"ARFGEF2"	-0.248285188547937	0.492938255281755	0.534545585981808
"SUCLA2"	-0.274064530258703	0.493566746075297	0.535045754217172
"TMEM109"	-0.160441123512296	0.497124196124457	0.538719614973624
"SLC2A1"	-0.205210773418776	0.497554184140361	0.539002991894688
"ISCA1"	0.297229859282306	0.497800109666706	0.539086848620106
"SLC41A1"	0.18970423106147	0.498377349344239	0.539529319983831
"VTI1B"	0.185375636380569	0.504399841991129	0.545864375686611
"CPNE8"	0.742891532359088	0.505244394775374	0.546499463870315
"FRAS1"	0.330960996718785	0.505328357026693	0.546499463870315
"CSNK1G2"	0.167297477509936	0.505663832119966	0.546677458246627
"FAM50B"	0.15106525412897	0.509991797063513	0.551170188785871
"TCEAL2"	0.194893770797447	0.510400433531653	0.551425527479823
"INAFM2"	0.192388609476371	0.511582419171532	0.552515921313211
"NUDC"	-0.152171153669212	0.512445170850767	0.553260918512185
"NDUFB10"	0.170211231009338	0.512764432837096	0.553418832876475
"WNK2"	-0.153998582764312	0.515201090014439	0.555861142312375
"PIK3R1"	-0.287879349962758	0.519607606815939	0.560426410722923
"CDC40"	0.232770723962721	0.522160544034725	0.562990084383918
"SNX8"	-0.186094114436361	0.522779953526905	0.563468015947631
"BEX1"	0.148338038695433	0.525574466863802	0.566289228527215
"BGN"	0.223765665666308	0.527861750607378	0.568562202085186
"KDSR"	0.213150473523281	0.531850129282876	0.572494299748991
"NEGR1"	-0.292340615677592	0.531870290357612	0.572494299748991
"PSMC3"	0.14543759311959	0.532493586037063	0.572972412288114
"TRIM9"	-0.198187767752195	0.534470208843632	0.574817043861117
"SIDT2"	-0.147424687219407	0.534567272737362	0.574817043861117
"GABRG1"	-0.376063853803625	0.535087374082559	0.575182966965762
"MPV17"	0.168404625692988	0.535993912296209	0.575963898365997
"OPA3"	-0.141851146736232	0.537343594641553	0.577130745712979
"CACNG8"	0.191855345176031	0.537440603775856	0.577130745712979
"NKD1"	0.216229122754479	0.537976150122844	0.57751198128959
"FBXO33"	-0.220743527176336	0.542655504249146	0.582339804794705
"SNHG14"	0.176961876235605	0.544241402139787	0.58384582342226
"NARS1"	0.205705861904532	0.547259963820711	0.586887235756773
"C12orf29"	0.290077454808482	0.547725528576167	0.587189666861648
"MRPS36"	0.251924247160836	0.548834386274662	0.588181307099713
"STXBP3"	-0.269048987429012	0.5501047539743	0.58934531412049
"NDUFA13"	-0.141514676200773	0.550622677943019	0.589702693920227
"ID2"	0.263874358706501	0.553302324801425	0.592374209183319
"COL7A1"	0.148506630067491	0.554124759388774	0.593056241313044
"PPP1R9B"	0.13642203046653	0.55898980407603	0.598063004427833
"SELENOK"	0.167680310219601	0.559956640180637	0.598897122011989
"ARL8B"	-0.237645784500528	0.561003084287794	0.599815797672678
"FAAH"	0.155013805576569	0.564863566000493	0.603741579564175
"PSMC2"	0.175191742950099	0.566805643129926	0.605614980752383
"ATP6AP2"	-0.251001302360756	0.568497771733202	0.607220157520706
"C1QTNF4"	-0.197389175956784	0.574312687517633	0.613226397653174
"ECHS1"	-0.151727163761125	0.578454324705036	0.617442570814618
"NEDD8"	-0.171017962841649	0.578786942968884	0.617591537877739
"TMEM179"	-0.1222587996287	0.58629712802759	0.625396636398886
"BMP7"	-0.459962346216915	0.588391540466885	0.627421512651189
"WASL"	-0.198431236014425	0.588717975031388	0.627560413903836
"HSPB1"	-0.377107325196432	0.592969184372848	0.631881552567868
"DRAP1"	0.139248318006491	0.594701545685363	0.633516564984175
"CYB5R1"	-0.134096457614237	0.596432479050371	0.635148968203108
"WIPF2"	-0.122295239368692	0.59993712572168	0.638668507548637
"ATP6V1A"	-0.229569254252314	0.603017703968786	0.641734409513023
"DESI1"	0.134216922279894	0.603647610680885	0.642191122902611
"COG1"	0.120572440961791	0.609017548838874	0.647538997218186
"PYGB"	0.129363617612866	0.609079350618794	0.647538997218186
"FBF1"	0.119456493370054	0.609876050619544	0.648170593332864
"PNMA2"	0.166513188456294	0.610959727339083	0.649106664814921
"MMP17"	-0.197998985611753	0.611401177538679	0.649360015586399
"COL9A2"	0.299072817942641	0.612545675196941	0.650359646516765
"TUBB4B"	0.13200057733178	0.614799848880898	0.652536402312539
"PIK3CB"	0.220491706135159	0.616119442261304	0.653720098107433
"CHMP4B"	0.138808785389446	0.618508962412749	0.656037855025989
"LDOC1"	0.119304272074767	0.622288115695467	0.659827537988001
"ANKRD33B"	-0.23974953053633	0.624993729491832	0.66247678616447
"TARS3"	0.182012917591654	0.627586907855649	0.665005140188877
"VSTM2B"	0.308288950117435	0.630605238684045	0.667982171705385
"C22orf46"	-0.116691326947524	0.632999394664937	0.670296280547214
"RAB3B"	0.241956080436015	0.635927880292144	0.673174483472723
"EMC3"	-0.142838104229983	0.637597445461559	0.674718566996866
"ITPR2"	0.225517729054021	0.637840350331167	0.674752407641999
"BBS2"	0.148151910002279	0.638055620038407	0.674757001157972
"C2orf72"	-0.183314981615734	0.63855570920509	0.675062694562816
"VPS9D1"	0.11853820751702	0.6390784906344	0.675392167670778
"ELL2"	-0.194605575234778	0.641279061738829	0.677493962517343
"RIMKLA"	0.165164527625161	0.642042486867428	0.677862497635677
"TMEM47"	0.218284365774587	0.642051693603033	0.677862497635677
"PRPF19"	-0.10483272421257	0.644531851090555	0.680256480250308
"C9orf16"	-0.104362271463182	0.653018288979419	0.688985984975317
"CMTM4"	-0.162820895640777	0.655943104725497	0.691843716457918
"CCDC9"	0.124640636924152	0.657185689058045	0.692925846834768
"HID1"	0.110973643031864	0.658336906157938	0.693910959736159
"ITGA9"	0.281829114334001	0.659564655902255	0.694976065293582
"CDR2"	-0.115050512926468	0.661541360433545	0.69682937505002
"COQ8A"	0.0970223020316851	0.662835922881552	0.697764625926347
"DNAJB2"	0.11886143149414	0.662865488649631	0.697764625926347
"PIP4P2"	0.167005328666702	0.663255705687358	0.697945724504558
"ZNHIT1"	0.102146263758813	0.666722463752998	0.701363091596791
"ATP2A2"	-0.134368950836263	0.667448705346497	0.701896255227957
"SORCS3"	0.181640425133924	0.669193545945332	0.703499886125243
"IGFBP5"	0.382749212257851	0.674668190446205	0.70901964568763
"VAMP3"	0.187510179958204	0.67490291793775	0.70901964568763
"COX6C"	-0.174293619413403	0.675109046816043	0.70901964568763
"MRPS15"	-0.13603978381319	0.67789131034686	0.711708008467215
"SLC25A5"	-0.103448118890471	0.680329476468789	0.714033462999887
"SCRT1"	-0.104133555222216	0.680948842690238	0.714449113731082
"SGMS1"	0.130020922439026	0.685604284170263	0.719097739364155
"FAM234B"	0.149939284097481	0.692307547828381	0.725890477057683
"CDS2"	0.107547545891745	0.699681985251456	0.733382264357604
"KIAA0319L"	-0.090588021665863	0.701187466828213	0.734719523872733
"VAT1L"	-0.192154209418054	0.70553583553361	0.739033771405376
"KCNC1"	-0.119425844380976	0.706620564696782	0.739927720610477
"NRXN2"	-0.116912932835846	0.709696368801719	0.742905328467507
"PRKCE"	0.132845837059115	0.713371846375978	0.746508517028705
"OTUD7B"	-0.124231000067882	0.713851307504874	0.746765968838486
"EML6"	0.186889098321045	0.717539246793744	0.750378571589797
"BTBD2"	0.0908429006011645	0.719385716480347	0.752063695104781
"MTSS2"	0.119393317865454	0.721254879014273	0.753771433507566
"DNAJC5"	-0.0938219923931442	0.723004545633731	0.755353214069989
"ARL6IP5"	-0.149851370677057	0.726636827540013	0.758900166928012
"ERICH3"	-0.187350282400392	0.7278429808408	0.759588522068381
"MAP2K2"	-0.0824114185066322	0.727998229677588	0.759588522068381
"THBS2"	-0.157974465546817	0.728008255286545	0.759588522068381
"RHEB"	0.104947275334889	0.729142729302449	0.760524157495446
"MAN1A1"	0.179439444641507	0.729608529972239	0.760761958077312
"SHC3"	-0.203667871125925	0.734986254468321	0.766119592063916
"UBL4A"	-0.0828013875865547	0.737798803274059	0.768800772532155
"TAFA2"	0.115888292245743	0.742116226196737	0.773047804494745
"MRPS7"	-0.0805332418039186	0.746771943797989	0.777644351630783
"MRPL12"	-0.0823342097759631	0.74842420077955	0.778770449604025
"KLC1"	-0.0916551725657447	0.748431646024709	0.778770449604025
"RALBP1"	-0.0731801254192221	0.748583661310528	0.778770449604025
"GAS6"	0.0783383000256597	0.756563857420799	0.786816573436
"COL9A3"	-0.204573813719579	0.76039769737899	0.790546712354692
"FBXL17"	0.123098090744117	0.762934538395072	0.792926441951214
"RCN1"	0.111075796465975	0.765506119194602	0.795340719487993
"RPL13AP5"	0.134512810651535	0.767081312183408	0.796718544699585
"FARSA"	-0.0653633223186827	0.769034564835701	0.798488014576244
"UQCRFS1"	-0.110279743916823	0.770455838296835	0.799704161814269
"SDC2"	0.146022340220114	0.770712082207354	0.79971065552427
"LOC728392"	-0.0850995101916507	0.773941219221966	0.802800895036015
"MRPL28"	-0.072333689070148	0.776600784211766	0.805298511732071
"NUDCD3"	0.0782836183807969	0.776937882744656	0.805387001587866
"TRMT61A"	0.0643867475223242	0.778331297083329	0.806570074301772
"GLO1"	0.110270858383623	0.781475505777134	0.80956610847832
"SPCS1"	-0.0828400088300955	0.782258849808715	0.810115267250916
"POLR2K"	-0.0874564281820321	0.785690859605283	0.813406168245081
"MYORG"	0.138846557733875	0.787163193625049	0.814666792755268
"USP11"	0.060269053892804	0.789738937248977	0.816937264025632
"PFN2"	0.0761004064298678	0.78986775793413	0.816937264025632
"TMEM151B"	0.0651206624818268	0.790939310500617	0.817641951659287
"COX8A"	-0.0646220173924934	0.791060281458422	0.817641951659287
"GRIN3A"	0.18589018829461	0.794052503030406	0.820215705093011
"COL5A2"	0.129479941955221	0.794063156821836	0.820215705093011
"UQCRC1"	-0.0624956700835858	0.794670547859074	0.82057814157559
"PLEKHA6"	-0.0848288630827014	0.798222056569402	0.823979464009525
"SLC12A7"	0.101414863375042	0.800018664986325	0.825567648158469
"SPOCK1"	0.11380847900016	0.806219422050466	0.831698139677343
"PKNOX2"	0.058522661300757	0.811093424557755	0.836456436221876
"BBS5"	0.0552729837753595	0.812338571508964	0.837470541494417
"RASL10A"	0.162307995198335	0.815754391234137	0.840721101017399
"CCDC47"	0.0710755911548492	0.818181286976765	0.842950704360281
"IRF2BP1"	0.064144719492224	0.818947196035621	0.843468152001916
"SSNA1"	0.0552748541634535	0.819368757441087	0.843630722579349
"TCEAL5"	-0.0699769509588527	0.822781515837319	0.846871965625349
"ANXA5"	0.0827611752659056	0.823550751107208	0.847391075198443
"PARVA"	0.0746071592085844	0.824227345200191	0.847814558615888
"FDX2"	-0.051879444950774	0.825783634148477	0.849142348325612
"DGCR6L"	0.0508156807383298	0.830644174976384	0.853865911230544
"SLC7A11"	-0.129507139524543	0.83349552753986	0.856521745133316
"TSR3"	0.0487527129980939	0.834187933443941	0.856957995853297
"C19orf53"	0.0561978139191963	0.834850416393365	0.857363236610715
"PWAR6"	0.106799509430012	0.840468918520735	0.862856248507006
"PPP1R37"	-0.0460326795789696	0.842053471626237	0.864205664335044
"GRID1"	-0.0499046397981949	0.844973920522023	0.866924814544564
"DUSP8"	-0.0494238178428417	0.845904324195601	0.867601132767467
"CREBL2"	-0.0639813760900476	0.846467747581053	0.86790074503583
"BCAS2"	-0.0624164087143954	0.847398623256807	0.868556126908814
"DDX24"	-0.0469660051851885	0.847649961928514	0.868556126908814
"INPPL1"	-0.0818537615219826	0.848622668696508	0.869274389100266
"ETFRF1"	-0.110700077733265	0.85038606433256	0.870801862932094
"C11orf87"	-0.0853249798715831	0.852912758202273	0.873109732316503
"EMC7"	-0.0557195064370327	0.853698746717227	0.873634769913119
"LGI2"	-0.0869111226175343	0.854497614788014	0.874172647811595
"C2CD4C"	-0.0549599960024529	0.855585177444479	0.875005429234299
"NPDC1"	0.0457416460956176	0.856283136264998	0.875439358552805
"PITPNA"	-0.0497487412057815	0.856870885867332	0.875760371849711
"NABP2"	-0.044767166679471	0.859870693313551	0.878545623733647
"OTUD6B-AS1"	0.0791702983480143	0.863150978257302	0.881615574535475
"BAP1"	0.036001506259513	0.868514005188158	0.886604519324245
"CLSTN2"	-0.0834082721863275	0.868589735405496	0.886604519324245
"GPAA1"	0.0395172686667466	0.873092908679618	0.89083015904017
"GFOD1"	-0.04608840758792	0.873286457877453	0.89083015904017
"EPHA10"	-0.0540590717361152	0.87361281632279	0.890878992482182
"ALKBH5"	0.0363511620298226	0.874325202661167	0.891181751749171
"PDIA2"	0.0595096704265238	0.874466870503485	0.891181751749171
"SDHB"	-0.045076303089893	0.877252571221827	0.893735979407205
"MEG3"	-0.0927923180969113	0.878068818559532	0.89428276044952
"MAP1LC3B"	-0.0555864835465979	0.879167936187536	0.894942864021511
"PREX1"	0.0709180233031033	0.879276468152425	0.894942864021511
"LAP3"	-0.0407194589155392	0.880517929551654	0.895921392059714
"POLR2I"	0.0366344095631439	0.884016335845915	0.899194994712585
"CLN6"	0.0413116579712738	0.88430247057781	0.899200128219458
"CDC37"	0.0346616059164985	0.884738494280857	0.899357624151401
"SH3RF1"	0.0385618180374841	0.887162801024078	0.901535514763667
"ADCY9"	-0.0317084215288051	0.89256361405278	0.906570012524025
"SELENOT"	0.0683490811669694	0.892683819772015	0.906570012524025
"AJAP1"	0.0718033910569199	0.896254824719489	0.909907706847872
"CYCS"	-0.0470473016703817	0.901490860982938	0.914897011663452
"RGS2"	0.0419320098966858	0.901741255947129	0.914897011663452
"NDUFA1"	0.0363120676729044	0.903220764312371	0.916107553910994
"MRPL51"	0.031365938878459	0.905253189842578	0.917877956990937
"NDUFAF4"	0.051810241574647	0.906221336301021	0.918341892257557
"CHST2"	0.0342640974316072	0.906284887107567	0.918341892257557
"BRI3BP"	-0.0491614596391017	0.908393201248778	0.920186779859037
"COX5A"	0.031379011359232	0.909616286695281	0.921134061772145
"CEROX1"	-0.0363099895152002	0.912835744249554	0.924101755017191
"TWF2"	-0.0238571871878722	0.915009830698777	0.926009632523059
"KCNV1"	-0.0438575480689819	0.917274155678196	0.928007597727561
"GLRX5"	0.0245211249484612	0.917755144004943	0.928200665719827
"SCAF1"	0.0250908874361236	0.920808676235517	0.930793351565231
"MAPK1"	-0.0347489485070983	0.920900580713959	0.930793351565231
"ILDR2"	-0.0318092850998721	0.929932279938524	0.939625193785009
"RNF175"	-0.0360220577125803	0.930892030069714	0.940297948908435
"HSD17B12"	-0.0423018245501807	0.932518457273944	0.941643480056612
"CCN3"	-0.0604931465667974	0.93531524008681	0.944169597045662
"SEPHS2"	0.0200944744283119	0.941421342567094	0.950033714470705
"LANCL2"	-0.0226867261194701	0.942528662319289	0.950851211213941
"CAMK1D"	-0.0213579423163618	0.943039406039162	0.95106653843609
"KIF5A"	-0.0287569626131754	0.94365062502255	0.951134269554604
"POLRMT"	0.018691756429935	0.943701210242673	0.951134269554604
"GRK2"	0.015162313222802	0.945043240249669	0.952186874191714
"LHFPL6"	-0.0196321050390798	0.945471657278743	0.952318586786744
"TTC9B"	-0.0153369799943565	0.958476867536601	0.965114101117276
"TRNP1"	-0.0147045640456276	0.960641054953321	0.96698890333407
"TMX4"	-0.0148863400836795	0.967579969811555	0.973667292679196
"PURA"	-0.0176796459709348	0.969524119108828	0.975268678289514
"NDUFS8"	-0.0100297575552735	0.969781077098764	0.975268678289514
"CBLN2"	-0.0500299943760333	0.972085717475242	0.977279135827561
"IFT57"	0.0116283676843417	0.973539686621735	0.978433382815875
"PCNX2"	-0.00803558325347038	0.976519144086414	0.98111957975265
"DUSP7"	0.00782911486583125	0.977695761658426	0.981993325445935
"NPC1"	-0.00801295583581745	0.981205558023977	0.984929459583311
"SYT11"	-0.00707223139257287	0.981501418111134	0.984929459583311
"TUBG1"	-0.00547585092872166	0.981542706205563	0.984929459583311
"CBARP"	-0.00618073278280938	0.982785279760222	0.985867077438993
"APCDD1"	-0.00811201491812339	0.985009718109551	0.987788742392618
"COQ9"	0.0034610204395681	0.988968699533141	0.991448094580545
"LAMP1"	-0.00346932310580614	0.989808078942922	0.99197871069499
"SGPP1"	0.00438118065258999	0.991652936873324	0.993516362373243
"RFTN2"	0.00475475194295252	0.993088687144474	0.994643303123097
"BTBD8"	0.00264889537483115	0.995480870856737	0.996727169286605
"PPP2R5B"	-0.00115476214496004	0.996367415340191	0.997302678871486
"GABRG3"	0.00117620136494657	0.9978212261779	0.998445449653769
"PRAF2"	0.000338829091002718	0.998845283868142	0.999157618228326
"KCNK12"	-0.000304645242566492	0.999400064100287	0.999400064100287
